Date,open,high,low,close,volume,dividends,stock_splits
2015-12-18 00:00:00-05:00,0.7912952153174196,0.7993447641479203,0.7830017583879456,0.7839774489402771,395896000,0.0,0.0
2015-12-21 00:00:00-05:00,0.7925150513842669,0.8032477662004229,0.7854411915060603,0.802515983581543,284216000,0.0,0.0
2015-12-22 00:00:00-05:00,0.8049549842371143,0.8112970594845496,0.7983690009129109,0.8032475113868713,130012000,0.0,0.0
2015-12-23 00:00:00-05:00,0.8044671571929727,0.8095895756743561,0.8030035924393113,0.8064185380935669,122524000,0.0,0.0
2015-12-24 00:00:00-05:00,0.8039793415324046,0.8110531995867856,0.802759684763247,0.8091017603874207,52448000,0.0,0.0
2015-12-28 00:00:00-05:00,0.8005644116788733,0.8083699941635132,0.7893438250659891,0.8083699941635132,142024000,0.0,0.0
2015-12-29 00:00:00-05:00,0.8088578143544204,0.8239812202752412,0.8066624671667771,0.821541965007782,203660000,0.0,0.0
2015-12-30 00:00:00-05:00,0.820810160924953,0.8278840184606137,0.814224177692467,0.8144680857658386,180344000,0.0,0.0
2015-12-31 00:00:00-05:00,0.8132486630943279,0.816907517611796,0.8039794564247131,0.8039794564247131,148528000,0.0,0.0
2016-01-04 00:00:00-05:00,0.787636414497714,0.7947102150980515,0.7815382463592808,0.7895877957344055,358076000,0.0,0.0
2016-01-05 00:00:00-05:00,0.8044671901770468,0.8156877762065989,0.792758729824127,0.802271842956543,490272000,0.0,0.0
2016-01-06 00:00:00-05:00,0.7890999653863447,0.7927588781048953,0.7600728043928074,0.7690981030464172,449344000,0.0,0.0
2016-01-07 00:00:00-05:00,0.7498280580587537,0.7549505368971164,0.7288504426617237,0.7386075258255005,645304000,0.0,0.0
2016-01-08 00:00:00-05:00,0.7481202776467782,0.7488520600378228,0.7212884698820651,0.722752034664154,398472000,0.0,0.0
2016-01-11 00:00:00-05:00,0.7234839082922674,0.7290942018934896,0.7110436642321294,0.7239717245101929,409372000,0.0,0.0
2016-01-12 00:00:00-05:00,0.736899809431934,0.7469007982675817,0.7310456075259706,0.7361680269241333,469356000,0.0,0.0
2016-01-13 00:00:00-05:00,0.7417781638112214,0.7466567322167861,0.712994976603896,0.7137267589569092,481672000,0.0,0.0
2016-01-14 00:00:00-05:00,0.6990913703933093,0.7073848867186748,0.6786016331064361,0.6993353366851807,600236000,0.0,0.0
2016-01-15 00:00:00-05:00,0.671283705380312,0.67933325349214,0.6498182243632933,0.6612827181816101,841452000,0.0,0.0
2016-01-19 00:00:00-05:00,0.674942559356058,0.6939687851372226,0.6639658816890118,0.6666491031646729,457140000,0.0,0.0
2016-01-20 00:00:00-05:00,0.6539651631369295,0.6788455978758308,0.6451838298081144,0.6703081727027893,481180000,0.0,0.0
2016-01-21 00:00:00-05:00,0.677625882731461,0.6886025038927125,0.6637220734206659,0.6781136989593506,481456000,0.0,0.0
2016-01-22 00:00:00-05:00,0.691041762093392,0.6986034952184546,0.6895781970913514,0.6939688920974731,257996000,0.0,0.0
2016-01-25 00:00:00-05:00,0.6937249406245892,0.7017744894762719,0.6917735013583536,0.6932370662689209,270728000,0.0,0.0
2016-01-26 00:00:00-05:00,0.6947007155227568,0.7029941734809594,0.6876268563671394,0.7000670433044434,227944000,0.0,0.0
2016-01-27 00:00:00-05:00,0.699091240325746,0.701286587605462,0.6786015068510357,0.6917734742164612,231700000,0.0,0.0
2016-01-28 00:00:00-05:00,0.6973838184971834,0.6998230740457299,0.6707959155710959,0.6842118501663208,276776000,0.0,0.0
2016-01-29 00:00:00-05:00,0.6900659149306091,0.7159220302461913,0.6873827518065256,0.7144584655761719,310504000,0.0,0.0
2016-02-01 00:00:00-05:00,0.7137267965219884,0.7183613407930928,0.7076286293113943,0.7147024869918823,289884000,0.0,0.0
2016-02-02 00:00:00-05:00,0.7073848008565312,0.7110436550695837,0.6795772413177124,0.6844557523727417,341908000,0.0,0.0
2016-02-03 00:00:00-05:00,0.689822060779216,0.693968788897377,0.6720154916007668,0.6878706216812134,326772000,0.0,0.0
2016-02-04 00:00:00-05:00,0.6888464867274197,0.7037259882644488,0.6812848109669277,0.6881147623062134,348140000,0.0,0.0
2016-02-05 00:00:00-05:00,0.6834799934312282,0.691041667363272,0.6427443778553215,0.6446957588195801,600428000,0.0,0.0
2016-02-08 00:00:00-05:00,0.6349389254302465,0.6381099640521348,0.6061556696797065,0.6151809692382812,608852000,0.0,0.0
2016-02-09 00:00:00-05:00,0.6078630555686695,0.6476229247353973,0.6049359258017205,0.6217668056488037,425372000,0.0,0.0
2016-02-10 00:00:00-05:00,0.6256697789094543,0.6437202618012586,0.6168884456182803,0.6203033924102783,335800000,0.0,0.0
2016-02-11 00:00:00-05:00,0.604448035770586,0.6234742624491796,0.604448035770586,0.6171321868896484,340144000,0.0,0.0
2016-02-12 00:00:00-05:00,0.6268893912223851,0.6288408309712225,0.6037164294914364,0.6276211738586426,340816000,0.0,0.0
2016-02-16 00:00:00-05:00,0.6366463196988776,0.6593314616964455,0.6346949384001234,0.658355712890625,485352000,0.0,0.0
2016-02-17 00:00:00-05:00,0.6666494560892573,0.6810410870827014,0.6639662331930966,0.6746990084648132,771468000,0.0,0.0
2016-02-18 00:00:00-05:00,0.7300697560306746,0.7556819636907394,0.7293379736841217,0.7327529191970825,1068660000,0.0,0.0
2016-02-19 00:00:00-05:00,0.7288501790321875,0.7490960625714203,0.7232398858666098,0.7425100207328796,525628000,0.0,0.0
2016-02-22 00:00:00-05:00,0.7532429743047884,0.7773916257905247,0.7517794090953893,0.7688542008399963,449668000,0.0,0.0
2016-02-23 00:00:00-05:00,0.7627561062433764,0.7781234249562345,0.7590971931420051,0.7708056569099426,369380000,0.0,0.0
2016-02-24 00:00:00-05:00,0.767634556396121,0.7773915796713414,0.7464129784317152,0.7761719226837158,336852000,0.0,0.0
2016-02-25 00:00:00-05:00,0.7790987754726485,0.7817819384708601,0.7639753715192941,0.7778791189193726,349616000,0.0,0.0
2016-02-26 00:00:00-05:00,0.7815383265496089,0.7834897079865233,0.764951351710047,0.7727569937705994,361964000,0.0,0.0
